OMRKK;ALDER;TID;INDHOLD
Østerbro - Nord/Komponistkvarteret;0-4 år;2015;237
Østerbro - Nord/Komponistkvarteret;0-4 år;2016;212
Østerbro - Nord/Komponistkvarteret;0-4 år;2017;211
Østerbro - Nord/Komponistkvarteret;0-4 år;2018;218
Østerbro - Nord/Komponistkvarteret;0-4 år;2019;206
Østerbro - Nord/Komponistkvarteret;0-4 år;2020;226
Østerbro - Nord/Komponistkvarteret;0-4 år;2021;233
Østerbro - Nord/Komponistkvarteret;0-4 år;2022;220
Østerbro - Nord/Komponistkvarteret;0-4 år;2023;216
Østerbro - Nord/Komponistkvarteret;0-4 år;2024;244
Østerbro - Nord/Komponistkvarteret;0-4 år;2025;225
Østerbro - Svanemøllen Syd/Øst;0-4 år;1977;433
Østerbro - Svanemøllen Syd/Øst;0-4 år;1978;403
Østerbro - Svanemøllen Syd/Øst;0-4 år;1979;420
Østerbro - Svanemøllen Syd/Øst;0-4 år;1980;425
Østerbro - Svanemøllen Syd/Øst;0-4 år;1981;411
Østerbro - Svanemøllen Syd/Øst;0-4 år;1982;408
Østerbro - Svanemøllen Syd/Øst;0-4 år;1983;387
Østerbro - Svanemøllen Syd/Øst;0-4 år;1984;352
Østerbro - Svanemøllen Syd/Øst;0-4 år;1985;330
Østerbro - Svanemøllen Syd/Øst;0-4 år;1986;298
Østerbro - Svanemøllen Syd/Øst;0-4 år;1987;281
Østerbro - Svanemøllen Syd/Øst;0-4 år;1988;275
Østerbro - Svanemøllen Syd/Øst;0-4 år;1989;344
Østerbro - Svanemøllen Syd/Øst;0-4 år;1990;370
Østerbro - Svanemøllen Syd/Øst;0-4 år;1991;379
Østerbro - Svanemøllen Syd/Øst;0-4 år;1992;393
Østerbro - Svanemøllen Syd/Øst;0-4 år;1993;412
Østerbro - Svanemøllen Syd/Øst;0-4 år;1994;416
Østerbro - Svanemøllen Syd/Øst;0-4 år;1995;420
Østerbro - Svanemøllen Syd/Øst;0-4 år;1996;469
Østerbro - Svanemøllen Syd/Øst;0-4 år;1997;474
Østerbro - Svanemøllen Syd/Øst;0-4 år;1998;485
Østerbro - Svanemøllen Syd/Øst;0-4 år;1999;478
Østerbro - Svanemøllen Syd/Øst;0-4 år;2000;470
Østerbro - Svanemøllen Syd/Øst;0-4 år;2001;498
Østerbro - Svanemøllen Syd/Øst;0-4 år;2002;535
Østerbro - Svanemøllen Syd/Øst;0-4 år;2003;513
Østerbro - Svanemøllen Syd/Øst;0-4 år;2004;537
Østerbro - Svanemøllen Syd/Øst;0-4 år;2005;540
Østerbro - Svanemøllen Syd/Øst;0-4 år;2006;502
Østerbro - Svanemøllen Syd/Øst;0-4 år;2007;509
Østerbro - Svanemøllen Syd/Øst;0-4 år;2008;504
Østerbro - Svanemøllen Syd/Øst;0-4 år;2009;524
Østerbro - Svanemøllen Syd/Øst;0-4 år;2010;539
Østerbro - Svanemøllen Syd/Øst;0-4 år;2011;543
Østerbro - Svanemøllen Syd/Øst;0-4 år;2012;549
Østerbro - Svanemøllen Syd/Øst;0-4 år;2013;564
Østerbro - Svanemøllen Syd/Øst;0-4 år;2014;538
Østerbro - Svanemøllen Syd/Øst;0-4 år;2015;572
Østerbro - Svanemøllen Syd/Øst;0-4 år;2016;605
Østerbro - Svanemøllen Syd/Øst;0-4 år;2017;610
Østerbro - Svanemøllen Syd/Øst;0-4 år;2018;576
Østerbro - Svanemøllen Syd/Øst;0-4 år;2019;604
Østerbro - Svanemøllen Syd/Øst;0-4 år;2020;566
Østerbro - Svanemøllen Syd/Øst;0-4 år;2021;541
Østerbro - Svanemøllen Syd/Øst;0-4 år;2022;527
Østerbro - Svanemøllen Syd/Øst;0-4 år;2023;496
Østerbro - Svanemøllen Syd/Øst;0-4 år;2024;518
Østerbro - Svanemøllen Syd/Øst;0-4 år;2025;522
Østerbro - Århusgade Nord;0-4 år;1977;506
Østerbro - Århusgade Nord;0-4 år;1978;479
Østerbro - Århusgade Nord;0-4 år;1979;440
Østerbro - Århusgade Nord;0-4 år;1980;412
Østerbro - Århusgade Nord;0-4 år;1981;401
Østerbro - Århusgade Nord;0-4 år;1982;390
Østerbro - Århusgade Nord;0-4 år;1983;386
Østerbro - Århusgade Nord;0-4 år;1984;361
Østerbro - Århusgade Nord;0-4 år;1985;345
Østerbro - Århusgade Nord;0-4 år;1986;318
Østerbro - Århusgade Nord;0-4 år;1987;312
Østerbro - Århusgade Nord;0-4 år;1988;327
Østerbro - Århusgade Nord;0-4 år;1989;360
Østerbro - Århusgade Nord;0-4 år;1990;393
Østerbro - Århusgade Nord;0-4 år;1991;377
Østerbro - Århusgade Nord;0-4 år;1992;387
Østerbro - Århusgade Nord;0-4 år;1993;420
Østerbro - Århusgade Nord;0-4 år;1994;395
Østerbro - Århusgade Nord;0-4 år;1995;418
Østerbro - Århusgade Nord;0-4 år;1996;383
Østerbro - Århusgade Nord;0-4 år;1997;468
Østerbro - Århusgade Nord;0-4 år;1998;466
Østerbro - Århusgade Nord;0-4 år;1999;514
Østerbro - Århusgade Nord;0-4 år;2000;507
Østerbro - Århusgade Nord;0-4 år;2001;505
Østerbro - Århusgade Nord;0-4 år;2002;496
Østerbro - Århusgade Nord;0-4 år;2003;491
Østerbro - Århusgade Nord;0-4 år;2004;490
Østerbro - Århusgade Nord;0-4 år;2005;537
Østerbro - Århusgade Nord;0-4 år;2006;540
Østerbro - Århusgade Nord;0-4 år;2007;542
Østerbro - Århusgade Nord;0-4 år;2008;526
Østerbro - Århusgade Nord;0-4 år;2009;549
Østerbro - Århusgade Nord;0-4 år;2010;556
Østerbro - Århusgade Nord;0-4 år;2011;521
Østerbro - Århusgade Nord;0-4 år;2012;566
Østerbro - Århusgade Nord;0-4 år;2013;560
Østerbro - Århusgade Nord;0-4 år;2014;581
Østerbro - Århusgade Nord;0-4 år;2015;546
Østerbro - Århusgade Nord;0-4 år;2016;530
Østerbro - Århusgade Nord;0-4 år;2017;493
Østerbro - Århusgade Nord;0-4 år;2018;555
Østerbro - Århusgade Nord;0-4 år;2019;583
Østerbro - Århusgade Nord;0-4 år;2020;588
Østerbro - Århusgade Nord;0-4 år;2021;565
Østerbro - Århusgade Nord;0-4 år;2022;500
Østerbro - Århusgade Nord;0-4 år;2023;524
Østerbro - Århusgade Nord;0-4 år;2024;511
Østerbro - Århusgade Nord;0-4 år;2025;508
Østerbro - Århusgade Syd;0-4 år;1977;583
Østerbro - Århusgade Syd;0-4 år;1978;494
Østerbro - Århusgade Syd;0-4 år;1979;473
Østerbro - Århusgade Syd;0-4 år;1980;412
Østerbro - Århusgade Syd;0-4 år;1981;375
Østerbro - Århusgade Syd;0-4 år;1982;390
Østerbro - Århusgade Syd;0-4 år;1983;380
Østerbro - Århusgade Syd;0-4 år;1984;403
Østerbro - Århusgade Syd;0-4 år;1985;363
Østerbro - Århusgade Syd;0-4 år;1986;385
Østerbro - Århusgade Syd;0-4 år;1987;388
Østerbro - Århusgade Syd;0-4 år;1988;408
Østerbro - Århusgade Syd;0-4 år;1989;420
Østerbro - Århusgade Syd;0-4 år;1990;450
Østerbro - Århusgade Syd;0-4 år;1991;452
Østerbro - Århusgade Syd;0-4 år;1992;465
Østerbro - Århusgade Syd;0-4 år;1993;484
Østerbro - Århusgade Syd;0-4 år;1994;527
Østerbro - Århusgade Syd;0-4 år;1995;580
Østerbro - Århusgade Syd;0-4 år;1996;610
Østerbro - Århusgade Syd;0-4 år;1997;629
Østerbro - Århusgade Syd;0-4 år;1998;640
Østerbro - Århusgade Syd;0-4 år;1999;675
Østerbro - Århusgade Syd;0-4 år;2000;710
Østerbro - Århusgade Syd;0-4 år;2001;738
Østerbro - Århusgade Syd;0-4 år;2002;799
Østerbro - Århusgade Syd;0-4 år;2003;788
Østerbro - Århusgade Syd;0-4 år;2004;755
Østerbro - Århusgade Syd;0-4 år;2005;771
Østerbro - Århusgade Syd;0-4 år;2006;750
Østerbro - Århusgade Syd;0-4 år;2007;784
Østerbro - Århusgade Syd;0-4 år;2008;819
Østerbro - Århusgade Syd;0-4 år;2009;844
Østerbro - Århusgade Syd;0-4 år;2010;859
Østerbro - Århusgade Syd;0-4 år;2011;838
Østerbro - Århusgade Syd;0-4 år;2012;803
Østerbro - Århusgade Syd;0-4 år;2013;790
Østerbro - Århusgade Syd;0-4 år;2014;782
Østerbro - Århusgade Syd;0-4 år;2015;766
Østerbro - Århusgade Syd;0-4 år;2016;758
Østerbro - Århusgade Syd;0-4 år;2017;779
Østerbro - Århusgade Syd;0-4 år;2018;757
Østerbro - Århusgade Syd;0-4 år;2019;734
Østerbro - Århusgade Syd;0-4 år;2020;734
Østerbro - Århusgade Syd;0-4 år;2021;709
Østerbro - Århusgade Syd;0-4 år;2022;670
Østerbro - Århusgade Syd;0-4 år;2023;623
Østerbro - Århusgade Syd;0-4 år;2024;618
Østerbro - Århusgade Syd;0-4 år;2025;625
Østerbro - Rosenvænget;0-4 år;1977;484
Østerbro - Rosenvænget;0-4 år;1978;460
Østerbro - Rosenvænget;0-4 år;1979;450
Østerbro - Rosenvænget;0-4 år;1980;410
Østerbro - Rosenvænget;0-4 år;1981;413
Østerbro - Rosenvænget;0-4 år;1982;389
Østerbro - Rosenvænget;0-4 år;1983;393
Østerbro - Rosenvænget;0-4 år;1984;379
Østerbro - Rosenvænget;0-4 år;1985;355
Østerbro - Rosenvænget;0-4 år;1986;366
Østerbro - Rosenvænget;0-4 år;1987;347
Østerbro - Rosenvænget;0-4 år;1988;352
Østerbro - Rosenvænget;0-4 år;1989;347
Østerbro - Rosenvænget;0-4 år;1990;383
Østerbro - Rosenvænget;0-4 år;1991;392
Østerbro - Rosenvænget;0-4 år;1992;407
Østerbro - Rosenvænget;0-4 år;1993;426
Østerbro - Rosenvænget;0-4 år;1994;474
Østerbro - Rosenvænget;0-4 år;1995;475
Østerbro - Rosenvænget;0-4 år;1996;487
Østerbro - Rosenvænget;0-4 år;1997;505
Østerbro - Rosenvænget;0-4 år;1998;557
Østerbro - Rosenvænget;0-4 år;1999;590
Østerbro - Rosenvænget;0-4 år;2000;602
Østerbro - Rosenvænget;0-4 år;2001;657
Østerbro - Rosenvænget;0-4 år;2002;654
Østerbro - Rosenvænget;0-4 år;2003;679
Østerbro - Rosenvænget;0-4 år;2004;681
Østerbro - Rosenvænget;0-4 år;2005;671
Østerbro - Rosenvænget;0-4 år;2006;638
Østerbro - Rosenvænget;0-4 år;2007;607
Østerbro - Rosenvænget;0-4 år;2008;647
Østerbro - Rosenvænget;0-4 år;2009;674
Østerbro - Rosenvænget;0-4 år;2010;708
Østerbro - Rosenvænget;0-4 år;2011;751
Østerbro - Rosenvænget;0-4 år;2012;702
Østerbro - Rosenvænget;0-4 år;2013;679
Østerbro - Rosenvænget;0-4 år;2014;677
Østerbro - Rosenvænget;0-4 år;2015;641
Østerbro - Rosenvænget;0-4 år;2016;638
Østerbro - Rosenvænget;0-4 år;2017;638
Østerbro - Rosenvænget;0-4 år;2018;645
Østerbro - Rosenvænget;0-4 år;2019;620
Østerbro - Rosenvænget;0-4 år;2020;603
Østerbro - Rosenvænget;0-4 år;2021;579
Østerbro - Rosenvænget;0-4 år;2022;573
Østerbro - Rosenvænget;0-4 år;2023;549
Østerbro - Rosenvænget;0-4 år;2024;541
Østerbro - Rosenvænget;0-4 år;2025;528
Østerbro - Ny Ryvang;0-4 år;1977;283
Østerbro - Ny Ryvang;0-4 år;1978;295
Østerbro - Ny Ryvang;0-4 år;1979;285
Østerbro - Ny Ryvang;0-4 år;1980;97
Østerbro - Ny Ryvang;0-4 år;1981;99
Østerbro - Ny Ryvang;0-4 år;1982;187
Østerbro - Ny Ryvang;0-4 år;1983;179
Østerbro - Ny Ryvang;0-4 år;1984;163
Østerbro - Ny Ryvang;0-4 år;1985;159
Østerbro - Ny Ryvang;0-4 år;1986;149
Østerbro - Ny Ryvang;0-4 år;1987;142
Østerbro - Ny Ryvang;0-4 år;1988;136
Østerbro - Ny Ryvang;0-4 år;1989;134
Østerbro - Ny Ryvang;0-4 år;1990;142
Østerbro - Ny Ryvang;0-4 år;1991;151
Østerbro - Ny Ryvang;0-4 år;1992;150
Østerbro - Ny Ryvang;0-4 år;1993;164
Østerbro - Ny Ryvang;0-4 år;1994;176
Østerbro - Ny Ryvang;0-4 år;1995;173
Østerbro - Ny Ryvang;0-4 år;1996;177
Østerbro - Ny Ryvang;0-4 år;1997;176
Østerbro - Ny Ryvang;0-4 år;1998;174
Østerbro - Ny Ryvang;0-4 år;1999;175
Østerbro - Ny Ryvang;0-4 år;2000;165
Østerbro - Ny Ryvang;0-4 år;2001;144
Østerbro - Ny Ryvang;0-4 år;2002;157
Østerbro - Ny Ryvang;0-4 år;2003;162
Østerbro - Ny Ryvang;0-4 år;2004;160
Østerbro - Ny Ryvang;0-4 år;2005;164
Østerbro - Ny Ryvang;0-4 år;2006;172
Østerbro - Ny Ryvang;0-4 år;2007;176
Østerbro - Ny Ryvang;0-4 år;2008;164
Østerbro - Ny Ryvang;0-4 år;2009;162
Østerbro - Ny Ryvang;0-4 år;2010;180
Østerbro - Ny Ryvang;0-4 år;2011;212
Østerbro - Ny Ryvang;0-4 år;2012;200
Østerbro - Ny Ryvang;0-4 år;2013;190
Østerbro - Ny Ryvang;0-4 år;2014;186
Østerbro - Ny Ryvang;0-4 år;2015;184
Østerbro - Ny Ryvang;0-4 år;2016;175
Østerbro - Ny Ryvang;0-4 år;2017;185
Østerbro - Ny Ryvang;0-4 år;2018;166
Østerbro - Ny Ryvang;0-4 år;2019;167
Østerbro - Ny Ryvang;0-4 år;2020;162
Østerbro - Ny Ryvang;0-4 år;2021;158
Østerbro - Ny Ryvang;0-4 år;2022;152
Østerbro - Ny Ryvang;0-4 år;2023;152
Østerbro - Ny Ryvang;0-4 år;2024;148
Østerbro - Ny Ryvang;0-4 år;2025;153
Østerbro - Nord;0-4 år;1977;163
Østerbro - Nord;0-4 år;1978;151
Østerbro - Nord;0-4 år;1979;128
Østerbro - Nord;0-4 år;1980;118
Østerbro - Nord;0-4 år;1981;138
Østerbro - Nord;0-4 år;1982;123
Østerbro - Nord;0-4 år;1983;132
Østerbro - Nord;0-4 år;1984;143
Østerbro - Nord;0-4 år;1985;148
Østerbro - Nord;0-4 år;1986;150
Østerbro - Nord;0-4 år;1987;148
Østerbro - Nord;0-4 år;1988;146
Østerbro - Nord;0-4 år;1989;142
Østerbro - Nord;0-4 år;1990;134
Østerbro - Nord;0-4 år;1991;163
Østerbro - Nord;0-4 år;1992;180
Østerbro - Nord;0-4 år;1993;181
Østerbro - Nord;0-4 år;1994;188
Østerbro - Nord;0-4 år;1995;210
Østerbro - Nord;0-4 år;1996;202
Østerbro - Nord;0-4 år;1997;221
Østerbro - Nord;0-4 år;1998;242
Østerbro - Nord;0-4 år;1999;215
Østerbro - Nord;0-4 år;2000;227
Østerbro - Nord;0-4 år;2001;223
Østerbro - Nord;0-4 år;2002;230
Østerbro - Nord;0-4 år;2003;239
Østerbro - Nord;0-4 år;2004;236
Østerbro - Nord;0-4 år;2005;219
Østerbro - Nord;0-4 år;2006;228
Østerbro - Nord;0-4 år;2007;245
Østerbro - Nord;0-4 år;2008;242
Østerbro - Nord;0-4 år;2009;246
Østerbro - Nord;0-4 år;2010;239
Østerbro - Nord;0-4 år;2011;254
Østerbro - Nord;0-4 år;2012;264
Østerbro - Nord;0-4 år;2013;259
Østerbro - Nord;0-4 år;2014;266
Østerbro - Nord;0-4 år;2015;233
Østerbro - Nord;0-4 år;2016;223
Østerbro - Nord;0-4 år;2017;213
Østerbro - Nord;0-4 år;2018;221
Østerbro - Nord;0-4 år;2019;205
Østerbro - Nord;0-4 år;2020;207
Østerbro - Nord;0-4 år;2021;228
Østerbro - Nord;0-4 år;2022;218
Østerbro - Nord;0-4 år;2023;222
Østerbro - Nord;0-4 år;2024;215
Østerbro - Nord;0-4 år;2025;200
Østerbro - Nordhavn;0-4 år;1977;0
Østerbro - Nordhavn;0-4 år;1978;0
Østerbro - Nordhavn;0-4 år;1979;0
Østerbro - Nordhavn;0-4 år;1980;1
Østerbro - Nordhavn;0-4 år;1981;1
Østerbro - Nordhavn;0-4 år;1982;2
Østerbro - Nordhavn;0-4 år;1983;2
Østerbro - Nordhavn;0-4 år;1984;1
Østerbro - Nordhavn;0-4 år;1985;2
Østerbro - Nordhavn;0-4 år;1986;1
Østerbro - Nordhavn;0-4 år;1987;0
Østerbro - Nordhavn;0-4 år;1988;0
Østerbro - Nordhavn;0-4 år;1989;0
Østerbro - Nordhavn;0-4 år;1990;1
Østerbro - Nordhavn;0-4 år;1991;1
Østerbro - Nordhavn;0-4 år;1992;1
Østerbro - Nordhavn;0-4 år;1993;1
Østerbro - Nordhavn;0-4 år;1994;0
Østerbro - Nordhavn;0-4 år;1995;7
Østerbro - Nordhavn;0-4 år;1996;12
Østerbro - Nordhavn;0-4 år;1997;12
Østerbro - Nordhavn;0-4 år;1998;14
Østerbro - Nordhavn;0-4 år;1999;15
Østerbro - Nordhavn;0-4 år;2000;24
Østerbro - Nordhavn;0-4 år;2001;25
Østerbro - Nordhavn;0-4 år;2002;26
Østerbro - Nordhavn;0-4 år;2003;29
Østerbro - Nordhavn;0-4 år;2004;32
Østerbro - Nordhavn;0-4 år;2005;20
Østerbro - Nordhavn;0-4 år;2006;25
Østerbro - Nordhavn;0-4 år;2007;37
Østerbro - Nordhavn;0-4 år;2008;74
Østerbro - Nordhavn;0-4 år;2009;115
Østerbro - Nordhavn;0-4 år;2010;159
Østerbro - Nordhavn;0-4 år;2011;191
Østerbro - Nordhavn;0-4 år;2012;188
Østerbro - Nordhavn;0-4 år;2013;178
Østerbro - Nordhavn;0-4 år;2014;195
Østerbro - Nordhavn;0-4 år;2015;179
Østerbro - Nordhavn;0-4 år;2016;204
Østerbro - Nordhavn;0-4 år;2017;287
Østerbro - Nordhavn;0-4 år;2018;348
Østerbro - Nordhavn;0-4 år;2019;390
Østerbro - Nordhavn;0-4 år;2020;449
Østerbro - Nordhavn;0-4 år;2021;465
Østerbro - Nordhavn;0-4 år;2022;432
Østerbro - Nordhavn;0-4 år;2023;441
Østerbro - Nordhavn;0-4 år;2024;464
Østerbro - Nordhavn;0-4 år;2025;461
Østerbro - Lyngbyvej Vest;0-4 år;1977;141
Østerbro - Lyngbyvej Vest;0-4 år;1978;128
Østerbro - Lyngbyvej Vest;0-4 år;1979;128
Østerbro - Lyngbyvej Vest;0-4 år;1980;137
Østerbro - Lyngbyvej Vest;0-4 år;1981;126
Østerbro - Lyngbyvej Vest;0-4 år;1982;141
Østerbro - Lyngbyvej Vest;0-4 år;1983;147
Østerbro - Lyngbyvej Vest;0-4 år;1984;133
Østerbro - Lyngbyvej Vest;0-4 år;1985;131
Østerbro - Lyngbyvej Vest;0-4 år;1986;142
Østerbro - Lyngbyvej Vest;0-4 år;1987;137
Østerbro - Lyngbyvej Vest;0-4 år;1988;135
Østerbro - Lyngbyvej Vest;0-4 år;1989;133
Østerbro - Lyngbyvej Vest;0-4 år;1990;148
Østerbro - Lyngbyvej Vest;0-4 år;1991;201
Østerbro - Lyngbyvej Vest;0-4 år;1992;215
Østerbro - Lyngbyvej Vest;0-4 år;1993;200
Østerbro - Lyngbyvej Vest;0-4 år;1994;238
Østerbro - Lyngbyvej Vest;0-4 år;1995;248
Østerbro - Lyngbyvej Vest;0-4 år;1996;235
Østerbro - Lyngbyvej Vest;0-4 år;1997;250
Østerbro - Lyngbyvej Vest;0-4 år;1998;249
Østerbro - Lyngbyvej Vest;0-4 år;1999;246
Østerbro - Lyngbyvej Vest;0-4 år;2000;230
Østerbro - Lyngbyvej Vest;0-4 år;2001;228
Østerbro - Lyngbyvej Vest;0-4 år;2002;234
Østerbro - Lyngbyvej Vest;0-4 år;2003;219
Østerbro - Lyngbyvej Vest;0-4 år;2004;238
Østerbro - Lyngbyvej Vest;0-4 år;2005;243
Østerbro - Lyngbyvej Vest;0-4 år;2006;250
Østerbro - Lyngbyvej Vest;0-4 år;2007;255
Østerbro - Lyngbyvej Vest;0-4 år;2008;239
Østerbro - Lyngbyvej Vest;0-4 år;2009;261
Østerbro - Lyngbyvej Vest;0-4 år;2010;285
Østerbro - Lyngbyvej Vest;0-4 år;2011;298
Østerbro - Lyngbyvej Vest;0-4 år;2012;314
Østerbro - Lyngbyvej Vest;0-4 år;2013;336
Østerbro - Lyngbyvej Vest;0-4 år;2014;327
Østerbro - Lyngbyvej Vest;0-4 år;2015;308
Østerbro - Lyngbyvej Vest;0-4 år;2016;310
Østerbro - Lyngbyvej Vest;0-4 år;2017;333
Østerbro - Lyngbyvej Vest;0-4 år;2018;322
Østerbro - Lyngbyvej Vest;0-4 år;2019;328
Østerbro - Lyngbyvej Vest;0-4 år;2020;334
Østerbro - Lyngbyvej Vest;0-4 år;2021;329
Østerbro - Lyngbyvej Vest;0-4 år;2022;327
Østerbro - Lyngbyvej Vest;0-4 år;2023;329
Østerbro - Lyngbyvej Vest;0-4 år;2024;345
Østerbro - Lyngbyvej Vest;0-4 år;2025;344
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1977;243
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1978;224
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1979;212
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1980;234
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1981;248
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1982;226
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1983;199
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1984;198
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1985;171
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1986;179
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1987;189
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1988;181
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1989;209
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1990;223
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1991;232
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1992;249
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1993;288
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1994;302
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1995;288
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1996;299
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1997;301
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1998;324
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;1999;328
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2000;313
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2001;335
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2002;340
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2003;382
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2004;412
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2005;419
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2006;379
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2007;363
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2008;381
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2009;414
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2010;439
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2011;457
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2012;451
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2013;459
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2014;452
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2015;461
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2016;444
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2017;459
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2018;448
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2019;438
Østerbro - Lyngbyvej Øst/Klimakvarteret;0-4 år;2020;454
