FID,id,status,driftsplan_navn,arbejdssted_navn,arbejdssted_id,tekst_id,driftsbydel,byrumstype,underordnet_byrumstype,stednavn,underordnet_stednavn,kgb_kategori,geoobjekttypeid,puma_geoobjektid,toemningsmetode,toemningsansvarlig,toemningsansvarlig_navn,driftsansvarlig,toemningsfrekvens_lavsaeson,toemningsfrekvens_hoejsaeson,type,har_sensor,kommentar,oprettet,pantholder,wkb_geometry
affaldskurve_puma.5910,5910,IDrift,Bispebjerg Kirkegård,Bispebjerg Kirkegård Nord,3462,Bispe_Bispe_3462,Bispebjerg,Kirkegårde,Kirkegårde,Bispebjerg Kirkegård,Bispebjerg Kirkegård,12.2.1 Andre Typer,3dcee324-8c0d-4e5e-8d0d-89c2b3e07008,ec2a70f8-d998-4794-80dc-99a54b00c8e7,Manuel,TMF,TMF,,H (1 ugentlig hverdagstømning),H (1 ugentlig hverdagstømning),Affaldskasse,FALSE,,2020-02-05T10:45:31.494,FALSE,MULTIPOINT ((12.529700991949523 55.71690615072842))
affaldskurve_puma.5912,5912,IDrift,Småparker Nørrebro,Mimersparken,2890,Småpa_Mimer_2890,Nørrebro,Parker,Klassisk park,Mimersparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,a20b2039-f45a-45cb-96bb-bd4a7ac7d5a7,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2018-08-27T14:02:32,FALSE,MULTIPOINT ((12.541632991260636 55.705225678461886))
affaldskurve_puma.5914,5914,IDrift,Bydækkende drift,,,,Østerbro,Gader og pladser,Øvrig gade,Kvarteret ved Haraldsgade,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,40dde531-8962-49d9-9af7-882deed1a685,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T14:03:03.557,FALSE,MULTIPOINT ((12.556120871250895 55.71172763312904))
affaldskurve_puma.5921,5921,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Gade med grønt,Enghavevej,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,284b4294-eb9d-4843-b286-e06f606fec7e,Manuel,Ekstern2,Terranor,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Richard Møller,FALSE,,2018-08-27T14:00:37.394,FALSE,MULTIPOINT ((12.543184721803252 55.665458068995065))
affaldskurve_puma.5922,5922,IDrift,Vestvolden,Vestvolden_Orb,146,Vestv_Vestv_146,Brønshøj-Husum (udl.),Parker,Klassisk park,Vestvolden,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,e9b3cd77-7b83-44ec-a83b-2b1242b45f11,Manuel,Ekstern1,OKNygaard,,H (1 ugentlig hverdagstømning),H (1 ugentlig hverdagstømning),Københavnerkurven,FALSE,,2020-01-30T07:29:42.72,FALSE,MULTIPOINT ((12.484805262637531 55.71544003027957))
affaldskurve_puma.5926,5926,IDrift,Lersøparken_Kolonihaveparken,lersøparken_kolonihaveparken,178,Lersø_lersø_178,Bispebjerg,Parker,Klassisk park,Kolonihaveparken,,12.2.10 Tremmekurv,b6bcc5ac-df96-4ded-b556-5fef55f344ab,cd1043fd-659f-4d75-831d-7fcdd394f9d2,Manuel,KFF,KFF,,,,Tremmekurv,FALSE,,2018-08-27T13:58:04.187,FALSE,MULTIPOINT ((12.554808111422672 55.71427394896926))
affaldskurve_puma.5927,5927,IDrift,Damhusengen_Damhussøen,Damhusengen_Damhussøen,208,Damhu_Damhu_208,Vanløse,Parker,Klassisk park,Damhusengen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,47e3113e-b1a3-4a49-9455-da4128b182c9,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2018-08-27T13:57:39.006,FALSE,MULTIPOINT ((12.46658931552889 55.68994732699591))
affaldskurve_puma.5931,5931,IDrift,Bydækkende drift,,,,Nørrebro,Gader og pladser,Øvrig gade,Tagensvej,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,9b1c1790-2632-4638-b891-18efecff4905,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2018-08-27T14:02:14.519,TRUE,MULTIPOINT ((12.562449058240274 55.69579565987647))
affaldskurve_puma.5932,5932,IDrift,Småparker Valby,SkovbogårdsAlle,165,Småpa_Skovb_165,Valby,Småarealer,Rekreativt småareal,Skovbogårds Allé,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,e423db5d-7678-4f11-ae50-1405e407afbb,Manuel,TMF,TMF,,,,Richard Møller,FALSE,,2018-08-27T13:58:23.196,TRUE,MULTIPOINT ((12.523130679536619 55.66630409025003))
affaldskurve_puma.5933,5933,IDrift,Fælledparken,Fælledparken_Orb,205,Fælle_Fælle_205,Østerbro,Parker,Klassisk park,Fælledparken,,12.2.11 Kampvognenskurv,4be006e1-8c32-4c0f-888a-b0bd0dd47c07,6f693cb1-681d-4ca8-92d0-7f91a2920347,Maskinel,KFF,KFF,,,,Kampvognen,FALSE,,2018-08-27T14:02:34.17,FALSE,MULTIPOINT ((12.568367192028315 55.700585408409864))
affaldskurve_puma.5936,5936,IDrift,Christianshavns volde,Christianshavns volde,931,Chris_Chris_931,Indre By,Parker,Klassisk park,Christianshavns Vold,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,c5d0b4be-a3ff-4aae-ae01-683b79098198,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:59:38.853,TRUE,MULTIPOINT ((12.592325251883945 55.669595974577824))
affaldskurve_puma.5937,5937,IDrift,Kastellet_Langelinie,Kastellet_Langelinie_Gl_GGO,184,Kaste_Kaste_184,Indre By,Parker,Urban park,Langelinieanlægget,,12.2.3 Richard Müller T5,a591f7eb-3cae-4aa3-bedf-a907000222ee,ba3ecc28-0bfd-4a29-93b2-23e17a672abb,Manuel,TMF,TMF,,,,Richard Møller,FALSE,,2018-08-27T14:01:37.678,FALSE,MULTIPOINT ((12.598987628378705 55.690492115417754))
affaldskurve_puma.5938,5938,IDrift,Fælledparken,Fælledparken_Orb,205,Fælle_Fælle_205,Østerbro,Parker,Klassisk park,Fælledparken,,12.2.11 Kampvognenskurv,4be006e1-8c32-4c0f-888a-b0bd0dd47c07,c5aaa4a2-e75f-4cc1-b80d-079effada803,Maskinel,KFF,KFF,,,,Kampvognen,FALSE,,2018-08-27T14:02:34.273,FALSE,MULTIPOINT ((12.56727886646011 55.700987193616555))
affaldskurve_puma.5939,5939,IDrift,Indre Søer,Indre Søer,199,Indre_Indre_199,Indre By,Parker,Klassisk park,Skt. Jørgens Sø,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,4c26d372-83bb-41fc-9a59-bcfa9db58c15,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T13:59:37.323,FALSE,MULTIPOINT ((12.559316717987443 55.67744432001769))
affaldskurve_puma.5940,5940,IDrift,Søstjernen,1A,3444,Søstj_1A_3444,Amager Øst,Parker,Klassisk park,Søstjernen,,12.2.1 Andre Typer,387ad24d-f7c3-4a2f-8e7e-42f077b941c3,41cf5b8d-c71f-450c-ad98-1db11d3af5c0,Manuel,TMF,TMF,,,,Cecilia,FALSE,,2018-08-27T14:01:25.045,FALSE,MULTIPOINT ((12.631242077140188 55.66856311143119))
affaldskurve_puma.5941,5941,IDrift,Kildevældsparken,arb_330,339,Kilde_arb_3_339,Østerbro,Parker,Klassisk park,Vognmandsmarken,,12.2.12 Container,52dcaca6-8f70-4951-bc3e-1d52ba7436bf,c1e9b748-49bb-420e-8bbe-3d4d7299593b,Maskinel,TMF,TMF,,,,"660L Container, topindkast, blåsort",FALSE,660L TBS,2018-08-27T14:03:07.664,FALSE,MULTIPOINT ((12.56599216724715 55.71489369266484))
affaldskurve_puma.5943,5943,IDrift,Bydækkende drift,,,,Amager Vest,Gader og pladser,Gade med grønt,Artillerivej,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,d9df7979-0c4f-4fc5-9878-7cba5d197a41,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2020-02-14T09:18:12.801,FALSE,MULTIPOINT ((12.568191200391858 55.65380927622457))
affaldskurve_puma.5945,5945,IDrift,Bydækkende drift,,,,Indre By,Gader og pladser,Gade med grønt,Vester Farimagsgade,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,e5395bca-f42b-41b2-b5b9-82d7211f138a,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2019-12-18T05:21:17.246,FALSE,MULTIPOINT ((12.561844746264281 55.67611597579946))
affaldskurve_puma.5946,5946,IDrift,Remiseparken,Remiseparken _Gl_GGO,477,Remis_Remis_477,Amager Vest,Parker,Lege- og aktivitetsområde,Remiseparken,Legeplads,12.2.5 Maxikurv,5752b012-b2f2-44e9-8f78-8380cae08c06,41129c44-2b65-4dd3-9b2c-feecd82d52ee,Maskinel,TMF,TMF,,,,Maxikurv,FALSE,,2021-04-22T07:37:51.175,FALSE,MULTIPOINT ((12.596514568426059 55.65185685855379))
affaldskurve_puma.5947,5947,IDrift,Enghaven,Enghaven,206,Engha_Engha_206,Vesterbro-Kgs.Enghave (udl.),Haver,Haveanlæg,Enghaveparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,194cc46b-cef6-4df6-8256-e6dbd44c2784,Manuel,Ekstern1,OKNygaard,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Københavnerkurven,FALSE,,2019-12-18T07:13:56.997,FALSE,MULTIPOINT ((12.541935462190464 55.666408567613324))
affaldskurve_puma.5948,5948,IDrift,Bispebjerg Kirkegård,Bispebjerg Kirkegård Nord,3462,Bispe_Bispe_3462,Bispebjerg,Kirkegårde,Kirkegårde,Bispebjerg Kirkegård,Bispebjerg Kirkegård,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,0792c8ec-ea6d-494e-a639-83b70a654d9f,Manuel,TMF,TMF,,H (1 ugentlig hverdagstømning),H (1 ugentlig hverdagstømning),Københavnerkurven,FALSE,,2020-02-05T09:56:06.254,FALSE,MULTIPOINT ((12.529266391956966 55.71636514761946))
affaldskurve_puma.5949,5949,IDrift,Småparker Vanløse,Gandhiparken,568,Småpa_Gandh_568,Vanløse,Parker,Klassisk park,Gandhis Plæne,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,08f4913c-76f4-49b4-ad91-f5022fb26120,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2022-06-07T06:20:50.79,FALSE,MULTIPOINT ((12.523966604432626 55.69768193846704))
affaldskurve_puma.5955,5955,IDrift,Brønshøj Torv,Brønshøj Torv,3411,Brøns_Brøns_3411,Brønshøj-Husum (udl.),Parker,Lege- og aktivitetsområde,Brønshøj Torv,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,d97fe414-16f0-47c2-b814-843088a7639e,Manuel,Ekstern1,OKNygaard,,H (1 ugentlig hverdagstømning),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Københavnerkurven,FALSE,,2020-01-30T08:18:49.101,FALSE,MULTIPOINT ((12.498665712197303 55.703489838761904))
affaldskurve_puma.5961,5961,IDrift,Indre Søer,Indre Søer,199,Indre_Indre_199,Indre By,Parker,Klassisk park,Sortedams Søen,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,bd235e64-cd94-418c-86c2-4125fd3064bd,Manuel,TMF,TMF,,C (3 daglige tømninger ugens 7 dage),C (3 daglige tømninger ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T14:02:12.153,TRUE,MULTIPOINT ((12.571547373722668 55.69132554459208))
affaldskurve_puma.5972,5972,IDrift,Enghaven,Enghaven,206,Engha_Engha_206,Vesterbro-Kgs.Enghave (udl.),Parker,Urban park,Enghaveparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,53348641-4177-4daa-8fa7-8800c3617421,Manuel,Ekstern1,OKNygaard,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Københavnerkurven,FALSE,,2019-12-18T07:30:18.499,FALSE,MULTIPOINT ((12.54178773854206 55.667371649217436))
affaldskurve_puma.5974,5974,IDrift,Enghaven,Enghaven,206,Engha_Engha_206,Vesterbro-Kgs.Enghave (udl.),Parker,Urban park,Enghaveparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,2b1a8131-51b6-471d-b067-7798f6db8e8f,Manuel,Ekstern1,OKNygaard,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Københavnerkurven,FALSE,,2019-12-18T07:23:42.689,FALSE,MULTIPOINT ((12.542371866267585 55.66726520758511))
affaldskurve_puma.5975,5975,IDrift,Indre Søer,Indre Søer,199,Indre_Indre_199,Nørrebro,Parker,Klassisk park,Peblinge Dossering,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,5355736f-5e9c-44cd-bba5-acada656afa1,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2018-08-27T14:02:57.678,FALSE,MULTIPOINT ((12.55967458583136 55.68424859043628))
affaldskurve_puma.5976,5976,IDrift,Enghaven,Enghaven,206,Engha_Engha_206,Vesterbro-Kgs.Enghave (udl.),Haver,Haveanlæg,Enghaveparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,4bd60e28-f1f7-421b-ae6e-ab227c8133c5,Manuel,Ekstern1,OKNygaard,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),Københavnerkurven,FALSE,,2019-12-18T07:24:41.395,FALSE,MULTIPOINT ((12.543561863745238 55.66727081220933))
affaldskurve_puma.5986,5986,IDrift,Småparker Nørrebro,Mimersparken,2890,Småpa_Mimer_2890,Nørrebro,Parker,Klassisk park,Mimersparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,d3be61bd-9743-48e5-81f2-ea2e32e24244,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2018-08-27T14:02:33.1,FALSE,MULTIPOINT ((12.540125761569126 55.70452017351852))
affaldskurve_puma.5987,5987,IDrift,Småparker Nørrebro,Mimersparken,2890,Småpa_Mimer_2890,Nørrebro,Parker,Klassisk park,Mimersparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,01f2d25e-974b-43d2-be8e-ce4de4d9c336,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2018-08-27T14:02:32.521,FALSE,MULTIPOINT ((12.541130862935375 55.7042179849015))
affaldskurve_puma.5988,5988,IDrift,Småparker Nørrebro,Mimersparken,2890,Småpa_Mimer_2890,Nørrebro,Parker,Klassisk park,Mimersparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,608474b5-cc19-46be-8fcb-0da6192e469b,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2018-08-27T14:02:32.421,FALSE,MULTIPOINT ((12.540589075651205 55.705195877695964))
affaldskurve_puma.5989,5989,IDrift,Småparker Nørrebro,Mimersparken,2890,Småpa_Mimer_2890,Nørrebro,Parker,Klassisk park,Mimersparken,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,b62ae893-73b9-407d-98cc-f8071477c517,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2018-08-27T14:02:31.9,FALSE,MULTIPOINT ((12.541799080442752 55.7051839262275))
affaldskurve_puma.5990,5990,IDrift,Bydækkende drift,,,,Nørrebro,Gader og pladser,Øvrig gade,Kvarteret ved Mimersgade,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,a7a096c1-bc57-4108-9634-7d7f056e9b65,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2018-08-27T14:02:30.157,FALSE,MULTIPOINT ((12.543765376649695 55.70096298312908))
affaldskurve_puma.5993,5993,IDrift,Indre Søer,Indre Søer,199,Indre_Indre_199,Indre By,Parker,Klassisk park,Skt. Jørgens Sø,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,b4ea2b89-a5b2-4684-bdb8-c8a75d157a9a,Manuel,TMF,TMF,,E (1 daglig tømning ugens 7 dage),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2019-11-08T07:38:00.129,FALSE,MULTIPOINT ((12.557347959734583 55.674337734784594))
affaldskurve_puma.6006,6006,IDrift,Bydækkende drift,,,,Bispebjerg,Gader og pladser,Øvrig gade,Frederikssundsvej,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,85df1637-cd8a-4549-ab4f-5b05b49b43c5,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2020-01-30T05:31:55.699,FALSE,MULTIPOINT ((12.528905268032103 55.703658242090874))
affaldskurve_puma.6007,6007,IDrift,Småparker Vesterbro-Kgs Enghave,Scandiagade,3471,Småpa_Scand_3471,Vesterbro-Kgs.Enghave,Haver,Haveanlæg,Scandiagade,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,40229d00-34b2-4b03-b801-a32b4ba54aba,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2020-01-21T12:39:19.991,FALSE,MULTIPOINT ((12.538118111136285 55.64974601064381))
affaldskurve_puma.6008,6008,IDrift,Kastellet_Langelinie,Kastellet_Langelinie_Gl_GGO,184,Kaste_Kaste_184,Indre By,Parker,Klassisk park,Kastellets udenværker,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,01bba88b-cd05-41c1-a03e-471d8175af22,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2020-01-22T09:22:11.655,FALSE,MULTIPOINT ((12.593179824295513 55.68785615397345))
affaldskurve_puma.6009,6009,IDrift,Gadebeplantning Vesterbro-Kgs Enghave,Tapperitorvet,3377,Gadeb_Tappe_3377,Vesterbro-Kgs.Enghave (udl.),Gader og pladser,Grøn plads,Tapperitorvet,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,4d36d8cc-c4b4-4ae9-b4cf-bcd3aeb7d061,Manuel,Ekstern1,OKNygaard,,F (4 ugentlige tømninger fordelt på 3 hverdage og 1 weekenddag),E (1 daglig tømning ugens 7 dage),Københavnerkurven,FALSE,,2020-01-21T10:47:02.404,FALSE,MULTIPOINT ((12.53632117908008 55.66366881746238))
affaldskurve_puma.6011,6011,IDrift,Småparker Vesterbro-Kgs Enghave,Scandiagade,3471,Småpa_Scand_3471,Vesterbro-Kgs.Enghave,Haver,Haveanlæg,Scandiagade,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,30ae3f6b-27f8-4bc7-bcba-0878e8c90435,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2020-01-21T12:38:58.952,FALSE,MULTIPOINT ((12.537701555889548 55.6494137411325))
affaldskurve_puma.6012,6012,IDrift,Bydækkende drift,,,,Vesterbro-Kgs.Enghave,Gader og pladser,Gade med grønt,Gade i Kongens Enghave,,12.2.2 Københavnerkurv,5ec05775-cc06-4dd6-8208-0a6148437eeb,4231bfab-8c58-460c-916f-f1ee83a8f243,Manuel,TMF,TMF,,,,Københavnerkurven,FALSE,,2020-01-21T10:25:28.696,TRUE,MULTIPOINT ((12.535623094856867 55.658582198105485))
